"","Table 2#8#6# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210"
"11","3","  Durable goods","DDURRX1",652.1,667.4,672.5,683,696.2,708.1,706.5,713.1,717.8,712.2,716.5,734.3,750.2,770.5,763,745.3,750.5,745.6,746.2,756.9,776.5,769,762.8,763.5,766.5,787.9,778.7,765.7,775.2,790.2,782,800.7,775.1,883.5,852.5,818.3,832.5,847.4,843,866.5,832.4,848.7,875.3,893,854,846.2,854.6,885.3,872.5,850.2,871.3,894.4,902.5,916.2,929.2,962.7,942.2,944.7,965.5,960.2,959.2,972.9,986,976.2,1003.4,966.9,995.5,991.2,1017.3,1007.9,1007.3,1031.2,1017.6,1024.8,1036.4,1068.8,1022.9,1074.4,1114,1057.6,1030.3,1021,1039.8,1055.7,1088.2,1074.3,1081.6,1083.2,1071.4,1085.8,1100.5,1082.3,1102.4,1103,1105.4,1120.4,1122.9,1120.4,1122.8,1129.2,1149.5,1136.1,1136.6,1151.2,1165,1162.4,1157.4,1146.5,1134.9,1117.2,1115.4,1117.3,1124.6,1115,1087.3,1105.1,1061.7,1015.3,1010.6,994.4,1025.2,1006.3,994.3,986.1,1006.8,1014.8,1034,1110.5,1007.2,1015.8,1037.8,1041.1,1028.3,1030.8,1076.3,1072.2,1075.6,1081.1,1088.5,1094.6,1098.2,1127.2,1126.2,1128.9,1136.6,1136.2,1152.5,1144,1131.7,1126.9,1144.3,1139.9,1161.7,1181.2,1177.5,1185.9,1203.6,1216.8,1221,1224.6,1220.8,1220.9,1230.1,1236.6,1260,1242.4,1268.3,1289.3,1293.1,1300,1287.8,1294.2,1300.4,1307.8,1310.9,1311.8,1311,1319.4,1333.4,1321,1299.2,1331.5,1369,1367.8,1375.3,1388.7,1390.3,1413.9,1403.2,1410.5,1432.4,1427.5,1427.2,1418.5,1445.7,1449.3,1470.1,1455.3,1473.9,1484.1,1487,1483.2,1503.8,1499.4,1487.3,1492.6,1488.4
"12","4","  Nondurable goods","DNDGRX1",1770.2,1781.9,1788.6,1790.6,1800.9,1798.7,1792.1,1806.3,1816.8,1818.8,1828.2,1878.5,1807.3,1820.9,1848.9,1857.2,1865.1,1863.9,1862.4,1873.1,1887.4,1888.3,1885.1,1903.6,1892.7,1880.9,1869.5,1889.3,1900,1880.2,1901.5,1906.6,1887.7,1910,1914.2,1919.8,1921.3,1922.3,1921.6,1915.3,1917.3,1935.5,1931.3,1925.2,1925.7,1942.9,1955.4,1959.4,1965.1,1961.2,1971.6,1973.3,1969.9,1997.7,2002.6,2025.9,2022.4,2020.8,2039.6,2032.5,2047.8,2030.3,2060.7,2051.7,2058.3,2047.9,2056.6,2068.8,2080.1,2084.8,2083.2,2093.6,2115.2,2122.9,2104,2127.3,2116.1,2126.2,2122.7,2137.9,2123.1,2159.2,2164.2,2169.2,2177.2,2190.1,2179,2190.8,2190.3,2186.8,2198.4,2195,2207.4,2226.5,2230.5,2254,2243.8,2236.8,2244.1,2238.1,2237.4,2235.9,2248.5,2234.9,2237.1,2230.5,2240.6,2244.1,2232.3,2207.4,2238.8,2243.1,2243,2239.2,2228.1,2221.5,2186.9,2189.5,2180.3,2165.9,2179.9,2187.2,2173.4,2170,2169.6,2153.5,2164,2176.1,2177.4,2182.2,2177.3,2190.9,2193.2,2203.4,2208.3,2209.1,2209.9,2217.2,2208.9,2232.1,2237,2245.6,2260.2,2257.5,2266.4,2267.8,2261,2267.6,2258,2271.2,2264.3,2257.3,2257.6,2270,2263.7,2253.3,2269,2276.9,2275.7,2277.4,2279.8,2270.4,2279.9,2281.3,2282,2280,2275.4,2282.6,2306.3,2306.1,2306.4,2299.5,2316.5,2315.3,2325.8,2308.7,2336.9,2330.7,2335.8,2350.1,2321.9,2348.2,2353.7,2362.8,2353.6,2366.7,2368.5,2382.4,2374.8,2385.1,2397.3,2398.7,2395.5,2388.3,2409.6,2404.9,2429.4,2434.7,2440.9,2452.5,2450.2,2447.2,2453.7,2453.5,2457,2449.8,2466.1
"13","5","Services","DSERRX1",5236,5239.5,5260.7,5288.4,5292.3,5311.6,5335.8,5355.6,5377.1,5402,5425.2,5455.2,5476.5,5512.4,5543.5,5552.5,5576.1,5603.3,5608.8,5627,5651.8,5658.5,5678.4,5702.7,5709.1,5701.8,5717.8,5717.7,5727.1,5726.4,5733.9,5747.6,5719.6,5749.6,5746,5774.9,5781.2,5795.8,5798.9,5818.3,5828,5829.3,5848.5,5842.7,5853.3,5881.9,5885.2,5895.2,5915.2,5904.9,5908.1,5931.7,5943.8,5951.5,5976.9,5992.7,5991,6011.9,6026.9,6048.1,6073.7,6092.5,6085.8,6115,6124.4,6140.9,6159.5,6172,6199.7,6221,6237.3,6257,6250.7,6267.5,6296.2,6310.2,6328.7,6356.5,6374.3,6390.7,6400.3,6398.8,6424.9,6442,6432.7,6469,6491.6,6496.1,6521.1,6516.6,6534.9,6536.2,6552.5,6579.9,6589.6,6599,6613.7,6630,6627.8,6647.9,6638.2,6648.6,6658,6690.1,6672.2,6669.3,6690.6,6690.8,6704.9,6719.6,6707,6717.4,6714.6,6714.4,6712.6,6699.1,6712.5,6711.8,6706.5,6682.6,6679.5,6653.3,6654.8,6650.7,6635,6632.8,6635.1,6647.2,6645.7,6651,6632.7,6664.4,6659.6,6676.6,6675.6,6691.7,6716.1,6723.2,6730.7,6748.8,6752.5,6765.6,6790,6801.3,6799.5,6807.3,6829.2,6825.3,6841.5,6850.9,6870.9,6876.7,6882.4,6880,6876.6,6876.6,6887.9,6911.1,6895.1,6905,6906.5,6906.4,6920,6896.3,6912.9,6913.4,6922.4,6920.4,6918.5,6927,6948.8,6949.9,6952.9,6967.7,6962.2,6976.6,6995.6,7015.6,7049.4,7060.1,7052.8,7067.4,7076.8,7093.4,7105.1,7127.1,7131.9,7166.5,7193.1,7223.2,7238.8,7259.1,7269.2,7286.9,7276.1,7307.7,7326.6,7341.7,7344.3,7359.7,7386.2,7400.4,7407.9,7436.8,7445.4,7477.4,7470.8
"14",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","6","  PCE excluding food and energy","DPCCRX1",6452.9,6493.6,6516.4,6554.2,6584.9,6613.2,6620.2,6665.2,6699.4,6717.2,6767.9,6831,6843.4,6914.1,6959.7,6936.6,6966.1,6975.5,6989.3,7024.2,7086.6,7084.8,7085.9,7097,7122.4,7139.8,7127.9,7136.2,7167.1,7181.3,7183.9,7234.5,7149.8,7342.4,7314.4,7290,7326.2,7355.3,7345.6,7394.4,7344.2,7386.9,7432.2,7446.1,7408.9,7429.2,7451.5,7506.5,7505.7,7468.2,7521.9,7555.3,7587.2,7643.9,7677.4,7743.7,7723.5,7740,7791.5,7802.3,7825,7848.7,7895.6,7891,7941.1,7908.7,7970.9,7987.6,8043.3,8055.9,8067.5,8122.1,8104.4,8148.8,8158.3,8240.8,8192.7,8284.6,8341.5,8300,8277.4,8289.8,8338.1,8370.8,8450,8446.6,8468.4,8486.5,8481.5,8501.9,8524.3,8520.6,8567.7,8593.7,8620.3,8675.3,8665.5,8660.2,8697.6,8687.9,8732.7,8727.2,8740.3,8771.7,8771.5,8781.2,8793.6,8780.3,8779.9,8760.1,8751.2,8776.9,8792.1,8785.9,8763.1,8768.5,8711.4,8652.4,8633.4,8591.1,8617.9,8591.8,8542,8534.4,8541.6,8540.2,8576.2,8659.6,8556.1,8569.3,8592.5,8607,8596.6,8614.7,8683.7,8706,8713.8,8733.4,8745.5,8778.2,8793.5,8846.4,8869.3,8871.9,8897.4,8919.4,8949.7,8952.7,8948.6,8966.2,8981.8,8989.4,9022.1,9039.5,9041,9056.6,9105.2,9142.1,9139.5,9123.7,9120.2,9113.9,9130.9,9124.8,9165.6,9147.8,9191.2,9221.6,9232,9228.1,9228.2,9242.1,9272.8,9288.3,9305.2,9308.1,9333.3,9375.2,9405,9408.3,9353.4,9418.9,9473.4,9502.1,9525.7,9571.2,9598.4,9652.5,9662.5,9715.3,9741,9773.7,9767.2,9756,9800.5,9837.2,9891,9895.7,9932.7,9952.1,9975.8,10004,10035.8,10068.6,10049.7,10082,10089.4
"16","7","  Food \1\","DFXARX1",654.4,658,659.7,663.5,665.5,663.5,666.3,669.5,674.7,669.8,673.5,699.2,665.9,674.1,683.2,684,681.3,688.9,685.3,684.9,687.8,692.8,691.9,694.4,695.3,690,687.5,695.7,698.2,693.6,692.3,692.8,696.3,693.9,693.1,699,692,692.4,694.6,689.5,696.2,697.6,699.9,697.1,695,699.8,705.1,705.3,709,709.1,708.7,710,704.6,709.2,716.3,720.1,719.9,718.5,719.4,714.5,726.4,721.1,726.1,726.9,724.6,723.9,725.8,729.2,737.4,736.1,737.5,742.2,747.5,751.6,750.8,751.8,750.1,756.6,754.7,760,763.3,768.8,767.2,769,766.8,775.9,772.2,777.1,781.5,778.7,780.5,782.7,779.1,788.4,788.5,798.3,795.7,792.7,791,788.1,789.3,790,793.4,787.2,788.8,788.8,792.8,797.5,789.8,786.1,791.9,790.2,791.5,796.4,787.7,782.8,776.3,768.4,763.7,757.7,760.4,761.3,762.7,764,769,768.5,769.8,770,775.8,776.4,777.1,784.4,781.5,791.8,785.1,780.3,781.3,780.1,776,787.8,787.7,789.6,796.7,799.8,799,800.3,793.3,799.1,795.1,797.1,795.4,796.1,790.1,794.6,796.1,785.4,794.8,794.2,794.7,796.1,797.3,792.2,796.1,794.5,797,800.9,795.3,794.8,799,804.6,804.8,793.5,802.9,801.7,803.3,801.8,806.4,802.3,805.1,815.8,810,808.3,808.2,809.8,805,810.7,807.5,806.1,807.8,806.2,806.5,804.3,805,799.1,808.1,806.3,811.1,811.2,809.8,811.2,809.2,805.3,811.1,811.9,815.8,811.9,818.4
"17","8","  Energy goods and services \2\","DNRGRX1",495.9,484.1,498.3,500.3,500.6,510.4,515.9,505.4,501.6,506.1,480.2,501.2,489.6,485.3,473,490.9,503.9,504.3,496.4,506.8,505.6,497.7,505.5,541.4,507.4,506.2,513.1,494.3,493.1,481.7,500.7,490,492.9,500.6,482.9,490.1,484.8,492.1,498,496.4,510.3,504.4,506.3,507.1,505.6,517.1,515.4,512,518.5,512.9,496.8,520.1,509.2,495.9,502.1,513.8,501.4,509.1,515.8,516.7,521.4,520.1,504.5,517.9,518.1,512.2,508.1,506.6,512.7,515.4,515.9,514.3,527.1,509.3,524.8,515,518.2,516.5,521.2,523,506.6,512.7,517.5,523,484,509.4,510.6,506.1,516.7,508,527.4,509.3,515.7,527.2,516.7,501.5,520.5,534.7,508,538.6,507.5,506.6,512.2,519.6,517.5,498,506.4,507,504.6,499.4,516.4,510.4,500.8,491.1,483.3,481.3,478.6,495.8,500.2,493.8,506.6,492.6,518.3,508.4,500.4,492.1,487.2,503.5,498.7,503.2,479.7,504.8,503.3,504.7,492.2,487.6,506.2,507.6,505.9,508.8,506.2,501.9,509.5,514.4,505.6,493.3,499.3,488.1,489.9,489.5,501.7,490.5,490.5,496.4,483.1,476.7,465.8,472.3,463.2,486.8,489.3,490.4,499.8,492.4,488.8,485.8,477.9,473.5,483.3,493.6,502.7,500.6,489,494.4,485.7,482.4,497.8,484,500.2,501.2,505.1,510.9,505.5,501.5,493.2,490.3,477.2,491.8,490.7,488,506.8,495.5,507.5,529.3,507.5,503.5,506.4,510.3,498.8,514,519.8,503.7,496.9,489,508.3,510.6,500.4
"18","9","  Market-based PCE \3\","DPCMRX1",6733.3,6770.2,6800.8,6837.4,6871.3,6902,6913.5,6951.5,6986.2,6998,7027.3,7119.2,7083.7,7149.5,7183.1,7185.6,7213.9,7229.8,7227.7,7263.6,7327,7320.1,7328,7377.5,7371.2,7383,7371.1,7360.9,7393.4,7401.2,7416.1,7460.8,7375.2,7571.7,7528.1,7511.1,7538.2,7571.1,7572.2,7610.7,7579.4,7623.7,7670.6,7686,7633,7659.3,7681.6,7727,7725.3,7695.3,7738.1,7792.3,7810.5,7855.3,7890.2,7972.1,7946.3,7958.6,8016.2,8021.3,8056.6,8063.9,8102.4,8105.2,8146.9,8107.8,8168.7,8182.8,8240.8,8257.6,8267.2,8324.5,8321.2,8359.9,8369.8,8438.8,8400.9,8486,8549,8508.9,8471.1,8487,8528,8566.9,8592.6,8615.9,8628.8,8649,8657.9,8665.6,8712.5,8684.2,8738.9,8777.8,8786.6,8837.3,8847,8851.3,8860.3,8876.4,8887.6,8881.6,8897.5,8936.7,8932.7,8918.8,8946.6,8937.8,8924.2,8885,8913.7,8923.9,8935.7,8918.4,8874.6,8864.9,8791.5,8744.8,8718.7,8682.8,8722.6,8692.6,8668.1,8663.8,8676.9,8666.6,8699.4,8793.1,8697.4,8716,8708.3,8761.2,8745.4,8767.8,8811.1,8815.2,8840.3,8862.6,8868.3,8912.2,8924.1,8972.9,9014.6,9026.2,9038.3,9043.9,9071.4,9071.5,9067.6,9080.4,9103.6,9099.7,9123.2,9161.8,9153.7,9145.6,9181.4,9222.4,9221.4,9246.5,9251.1,9240.7,9272.1,9262.7,9291.6,9275.3,9304.4,9321.3,9354,9360.3,9366.6,9367.4,9390,9406.9,9414.9,9414.2,9458.5,9467.6,9511.5,9527.9,9492.8,9542.5,9593.5,9618.2,9620.8,9659.2,9658.9,9728.2,9735.9,9778.7,9833.7,9842.2,9855.3,9862.3,9894.1,9910.8,9968.6,9984,9997.7,10035.2,10056.1,10059.5,10084.7,10098.7,10105.3,10124.5,10129.6
"19","10","  Market-based PCE excluding food and energy \3\","DPCXRX1",5604.1,5643.6,5662.9,5693.6,5724.4,5749.7,5754.6,5795.5,5827,5840.1,5883,5934.2,5938.6,5998.4,6032.2,6020.6,6041.1,6049.3,6056.6,6084.2,6144.4,6139.3,6141.6,6159.4,6179.2,6196.5,6181.5,6178.7,6209.2,6230.4,6231.2,6282.5,6193,6382,6352.6,6325.6,6362.1,6388.8,6383.8,6427.3,6380.5,6426.5,6468.8,6485.8,6437.2,6449.9,6467.8,6514.3,6503.9,6478.7,6534.5,6567.8,6599,6648.6,6671.4,6739.1,6723.9,6731,6781.4,6790.4,6809.9,6823.2,6869.4,6860.2,6903.4,6870.5,6932.4,6944.4,6988.5,7004,7011.8,7065.7,7045.8,7096.3,7092.7,7169.3,7130.4,7210,7269.8,7222.9,7199.9,7203.6,7240.8,7272.5,7342,7329.2,7344.5,7364.9,7357.9,7377.7,7401.1,7391.4,7442.4,7460.6,7479.8,7536.6,7529.1,7521.4,7560.4,7545.7,7590.5,7584.6,7591.1,7628.1,7625,7633.4,7647.7,7633.5,7630.1,7600.4,7602.4,7621.8,7644.4,7634.8,7609.4,7607.5,7543.2,7481.8,7455.8,7432,7456.5,7438.6,7388.4,7391.9,7407.5,7406.1,7442.7,7519.7,7423.1,7436.3,7453,7471.8,7460.8,7471.5,7535.1,7548.9,7553.2,7575.2,7586.8,7616,7630.8,7682.9,7709.2,7712.1,7735,7753.7,7781.4,7789.5,7787.4,7798.8,7808.6,7818,7848,7875.2,7882.2,7892.8,7933,7967.3,7977.2,7971.8,7972.2,7965.4,7981.9,7982.7,8014.1,7997.4,8042.8,8065.8,8082.6,8070.6,8065.6,8080.7,8108.1,8120.2,8137.2,8141.9,8163.5,8193.5,8215.5,8220,8185.5,8230.5,8288.9,8317.2,8334.8,8371.4,8390.2,8444.2,8451.7,8500,8533.9,8557.1,8556.8,8548.7,8592.4,8615,8665.3,8676.8,8703.6,8724.3,8741.5,8764.8,8790.7,8811.4,8796.4,8817.4,8824.5
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","1. Food consists of food and beverages purchased for off-premises consumption; food services, which",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2. Consists of gasoline and other energy goods and of electricity and gas services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","3. Market-based PCE is a supplemental measure that is based on household expenditures for which there",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","are observable price measures. It excludes most imputed transactions (for example, financial services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","furnished without payment) and the final consumption expenditures of nonprofit institutions serving",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
