"","Table 2#8#5# Personal Consumption Expenditures by Major Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"58","4","  Nondurable goods","DNDGRC1","784,392.0","776,671.0","776,691.0","761,378.0","768,636.0","772,341.0","771,570.0","768,461.0","773,095.0","778,306.0","775,201.0","783,514.0","782,879.0","805,797.0","803,470.0","809,022.0","812,374.0","815,448.0","817,295.0","822,481.0","822,192.0","824,159.0","826,227.0","829,959.0","832,221.0","832,669.0","850,272.0","849,158.0","854,381.0","857,081.0","864,678.0","871,629.0","876,026.0","883,871.0","888,035.0","887,056.0","902,578.0","900,478.0","904,520.0","920,572.0","930,187.0","932,487.0","932,591.0","935,045.0","941,227.0","942,962.0","948,608.0","962,443.0","965,306.0","975,739.0","981,473.0","976,505.0","977,443.0","988,611.0","991,082.0","1,004,169.0","1,014,067.0","1,016,331.0","1,023,452.0","1,016,483.0","1,012,961.0","1,010,869.0","1,018,620.0","1,017,234.0","1,026,746.0","1,021,315.0","1,025,183.0","1,026,385.0","1,021,608.0","1,018,449.0","1,022,624.0","1,021,024.0","1,039,980.0","1,038,618.0","1,034,405.0","1,043,306.0","1,048,416.0","1,049,932.0","1,056,215.0","1,061,291.0","1,065,641.0","1,073,908.0","1,071,499.0","1,079,021.0","1,078,499.0","1,081,422.0","1,077,465.0","1,082,446.0","1,091,661.0","1,084,873.0","1,091,868.0","1,090,423.0","1,095,292.0","1,100,173.0","1,107,186.0","1,108,467.0","1,109,926.0","1,117,796.0","1,122,812.0","1,126,108.0","1,123,958.0","1,134,216.0","1,139,276.0","1,154,960.0","1,154,507.0","1,161,097.0","1,159,092.0","1,168,841.0","1,172,952.0","1,161,027.0","1,166,583.0","1,168,354.0","1,178,468.0","1,184,130.0","1,182,923.0","1,178,600.0","1,189,549.0","1,181,537.0","1,191,512.0","1,201,905.0","1,200,129.0","1,209,330.0","1,224,059.0","1,237,514.0","1,238,011.0","1,243,096.0","1,244,333.0","1,246,227.0","1,248,954.0","1,263,169.0","1,266,485.0","1,275,200.0","1,272,153.0","1,283,183.0","1,287,972.0","1,278,736.0","1,273,238.0","1,281,847.0","1,291,427.0","1,298,082.0","1,303,562.0","1,304,308.0","1,313,101.0","1,307,213.0","1,309,834.0","1,306,876.0","1,304,490.0","1,313,972.0","1,318,066.0","1,328,769.0","1,334,417.0","1,333,444.0","1,337,395.0","1,345,026.0","1,354,124.0","1,366,669.0","1,379,957.0","1,384,672.0","1,389,919.0","1,413,987.0","1,420,378.0","1,419,342.0","1,421,507.0","1,438,952.0","1,458,744.0","1,461,838.0","1,467,429.0","1,517,666.0","1,463,271.0","1,485,067.0","1,527,195.0","1,527,939.0","1,531,760.0","1,544,847.0","1,547,510.0","1,548,473.0","1,575,511.0","1,572,307.0","1,572,162.0","1,587,328.0","1,581,745.0","1,574,582.0","1,559,888.0","1,581,671.0","1,602,573.0","1,586,377.0","1,591,638.0","1,589,794.0","1,591,577.0","1,591,722.0","1,580,309.0","1,572,796.0","1,577,784.0","1,583,426.0","1,592,604.0","1,605,785.0","1,601,147.0","1,617,573.0","1,616,758.0","1,616,065.0","1,617,032.0","1,635,277.0","1,646,442.0","1,648,652.0"
"59","5","Services","DSERRC1","1,652,489.0","1,665,187.0","1,673,887.0","1,681,101.0","1,686,239.0","1,697,529.0","1,705,932.0","1,708,288.0","1,724,737.0","1,732,705.0","1,746,492.0","1,758,770.0","1,767,253.0","1,783,740.0","1,796,121.0","1,807,485.0","1,817,494.0","1,827,276.0","1,841,003.0","1,855,609.0","1,860,378.0","1,883,852.0","1,887,286.0","1,901,535.0","1,928,209.0","1,937,178.0","1,955,115.0","1,963,461.0","1,981,925.0","2,001,245.0","2,022,253.0","2,042,539.0","2,046,702.0","2,068,676.0","2,077,229.0","2,090,441.0","2,101,141.0","2,122,114.0","2,128,044.0","2,137,649.0","2,149,699.0","2,157,940.0","2,171,727.0","2,183,077.0","2,196,080.0","2,213,065.0","2,221,011.0","2,246,576.0","2,245,473.0","2,263,114.0","2,286,205.0","2,304,514.0","2,319,804.0","2,338,389.0","2,351,061.0","2,371,517.0","2,377,598.0","2,384,651.0","2,382,211.0","2,387,375.0","2,391,906.0","2,405,502.0","2,415,727.0","2,432,266.0","2,449,734.0","2,458,034.0","2,471,817.0","2,479,253.0","2,491,663.0","2,500,266.0","2,520,688.0","2,535,792.0","2,566,329.0","2,576,900.0","2,608,232.0","2,615,704.0","2,625,709.0","2,634,036.0","2,659,552.0","2,666,125.0","2,691,123.0","2,706,933.0","2,733,872.0","2,744,140.0","2,743,093.0","2,768,699.0","2,772,730.0","2,786,932.0","2,797,602.0","2,825,324.0","2,837,245.0","2,857,971.0","2,875,381.0","2,882,945.0","2,892,055.0","2,903,851.0","2,915,256.0","2,941,226.0","2,949,071.0","2,957,602.0","2,976,358.0","2,994,239.0","2,999,428.0","3,016,055.0","3,027,180.0","3,042,563.0","3,051,809.0","3,062,781.0","3,075,376.0","3,097,674.0","3,112,684.0","3,129,942.0","3,151,125.0","3,172,108.0","3,177,916.0","3,203,188.0","3,201,583.0","3,216,251.0","3,235,702.0","3,250,175.0","3,262,902.0","3,283,510.0","3,301,965.0","3,314,535.0","3,329,052.0","3,341,200.0","3,358,643.0","3,371,147.0","3,387,406.0","3,399,461.0","3,416,313.0","3,438,650.0","3,459,424.0","3,472,580.0","3,478,096.0","3,506,577.0","3,520,810.0","3,534,260.0","3,565,869.0","3,581,111.0","3,601,991.0","3,632,214.0","3,631,378.0","3,663,142.0","3,671,501.0","3,702,101.0","3,729,867.0","3,740,860.0","3,766,955.0","3,797,156.0","3,811,821.0","3,832,694.0","3,853,539.0","3,861,294.0","3,870,716.0","3,893,241.0","3,914,583.0","3,924,449.0","3,950,586.0","3,976,961.0","3,987,984.0","4,006,173.0","4,037,114.0","4,058,363.0","4,085,850.0","4,111,690.0","4,139,037.0","4,168,747.0","4,201,964.0","4,243,181.0","4,275,065.0","4,280,548.0","4,306,360.0","4,338,538.0","4,359,494.0","4,383,028.0","4,414,985.0","4,436,062.0","4,458,035.0","4,487,997.0","4,518,968.0","4,520,235.0","4,539,960.0","4,551,433.0","4,571,247.0","4,582,302.0","4,596,895.0","4,619,609.0","4,560,798.0","4,624,126.0","4,632,096.0","4,661,884.0","4,672,834.0","4,696,313.0","4,711,798.0","4,740,501.0","4,762,846.0","4,776,888.0","4,806,761.0","4,812,451.0","4,832,778.0","4,861,297.0","4,871,954.0","4,894,165.0"
"60",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","6","  PCE excluding food and energy","DPCCRC1","2,325,300.0","2,321,827.0","2,333,187.0","2,360,263.0","2,378,774.0","2,376,441.0","2,398,739.0","2,429,090.0","2,494,313.0","2,455,393.0","2,448,724.0","2,519,020.0","2,456,930.0","2,514,337.0","2,524,327.0","2,547,328.0","2,552,638.0","2,575,709.0","2,597,569.0","2,631,061.0","2,631,196.0","2,632,855.0","2,648,632.0","2,676,035.0","2,706,756.0","2,718,597.0","2,748,726.0","2,752,830.0","2,779,503.0","2,798,562.0","2,817,177.0","2,835,818.0","2,852,075.0","2,880,063.0","2,899,374.0","2,930,613.0","2,955,049.0","2,934,600.0","2,952,436.0","2,988,065.0","2,990,126.0","3,008,492.0","3,027,935.0","3,060,588.0","3,060,158.0","3,069,952.0","3,076,511.0","3,093,495.0","3,165,861.0","3,147,502.0","3,171,223.0","3,184,987.0","3,191,435.0","3,214,101.0","3,232,198.0","3,240,613.0","3,250,469.0","3,249,396.0","3,249,865.0","3,240,143.0","3,222,479.0","3,264,246.0","3,303,273.0","3,299,166.0","3,306,793.0","3,323,143.0","3,348,439.0","3,356,201.0","3,371,546.0","3,369,826.0","3,389,513.0","3,419,057.0","3,475,770.0","3,499,719.0","3,503,183.0","3,514,150.0","3,544,325.0","3,564,584.0","3,586,493.0","3,605,796.0","3,629,679.0","3,659,782.0","3,666,767.0","3,707,622.0","3,726,495.0","3,715,728.0","3,717,446.0","3,764,714.0","3,792,769.0","3,805,962.0","3,834,467.0","3,842,206.0","3,867,622.0","3,886,699.0","3,911,991.0","3,920,965.0","3,934,196.0","3,979,082.0","3,999,311.0","4,022,149.0","4,017,752.0","4,041,772.0","4,063,368.0","4,094,665.0","4,110,463.0","4,147,147.0","4,165,053.0","4,175,368.0","4,182,780.0","4,179,354.0","4,224,327.0","4,220,754.0","4,256,508.0","4,299,983.0","4,291,234.0","4,322,492.0","4,350,220.0","4,345,783.0","4,378,199.0","4,413,417.0","4,395,419.0","4,438,093.0","4,469,023.0","4,497,765.0","4,511,256.0","4,521,311.0","4,548,739.0","4,565,919.0","4,593,979.0","4,612,093.0","4,629,689.0","4,654,742.0","4,682,459.0","4,704,207.0","4,731,451.0","4,732,418.0","4,746,589.0","4,782,650.0","4,827,849.0","4,867,443.0","4,873,420.0","4,898,221.0","4,931,032.0","4,962,815.0","4,978,874.0","5,009,700.0","5,033,647.0","5,078,153.0","5,117,537.0","5,141,577.0","5,164,459.0","5,201,072.0","5,241,031.0","5,281,524.0","5,300,899.0","5,349,288.0","5,349,897.0","5,385,021.0","5,408,168.0","5,452,797.0","5,483,699.0","5,510,462.0","5,529,145.0","5,569,129.0","5,610,955.0","5,631,447.0","5,679,388.0","5,737,972.0","5,764,305.0","5,833,548.0","5,884,414.0","5,865,413.0","5,896,111.0","5,907,972.0","5,935,149.0","5,970,348.0","6,037,623.0","6,045,235.0","6,056,176.0","6,070,525.0","6,109,746.0","6,131,090.0","6,125,291.0","6,145,313.0","6,175,477.0","6,201,324.0","6,218,331.0","6,267,211.0","6,155,878.0","6,365,931.0","6,353,484.0","6,334,216.0","6,369,968.0","6,405,903.0","6,406,907.0","6,467,815.0","6,434,012.0","6,483,985.0","6,536,142.0","6,559,723.0","6,535,490.0","6,552,399.0","6,575,890.0","6,632,226.0"
"62","7","  Food \1\","DFXARC1","314,534.0","313,505.0","315,510.0","312,330.0","314,328.0","315,699.0","316,993.0","314,162.0","317,673.0","320,468.0","320,321.0","321,452.0","320,224.0","323,323.0","322,131.0","323,921.0","323,300.0","324,766.0","323,873.0","326,479.0","325,361.0","325,827.0","325,587.0","326,959.0","329,083.0","331,341.0","338,530.0","337,834.0","340,981.0","340,837.0","344,793.0","348,840.0","347,627.0","349,824.0","352,322.0","351,664.0","356,902.0","357,786.0","358,628.0","359,130.0","363,305.0","363,551.0","365,517.0","367,050.0","370,915.0","370,266.0","373,509.0","378,098.0","378,323.0","382,686.0","387,970.0","387,660.0","388,585.0","393,762.0","392,527.0","394,865.0","399,873.0","394,162.0","398,679.0","395,018.0","398,126.0","397,861.0","405,704.0","402,920.0","408,986.0","406,983.0","406,233.0","405,834.0","403,140.0","401,428.0","402,479.0","395,746.0","405,225.0","402,571.0","400,380.0","403,001.0","402,169.0","401,578.0","404,164.0","405,515.0","404,871.0","408,835.0","407,705.0","407,558.0","405,741.0","410,302.0","408,823.0","409,474.0","413,203.0","411,576.0","413,823.0","412,602.0","416,877.0","417,638.0","419,869.0","421,738.0","421,278.0","424,414.0","426,134.0","428,760.0","428,646.0","433,047.0","431,396.0","436,039.0","438,287.0","438,384.0","438,845.0","440,084.0","443,278.0","439,065.0","440,100.0","440,237.0","443,528.0","443,618.0","442,790.0","443,625.0","445,041.0","445,291.0","446,255.0","452,144.0","451,812.0","452,557.0","455,754.0","459,443.0","458,783.0","462,097.0","463,603.0","464,203.0","465,043.0","468,604.0","469,618.0","471,029.0","471,751.0","473,426.0","475,339.0","472,913.0","470,716.0","471,741.0","476,067.0","475,996.0","477,114.0","477,337.0","479,134.0","475,794.0","477,694.0","478,485.0","480,590.0","482,140.0","484,072.0","487,129.0","488,597.0","489,503.0","491,705.0","493,059.0","495,635.0","500,634.0","502,284.0","505,295.0","506,013.0","509,988.0","512,428.0","510,930.0","513,638.0","516,887.0","522,427.0","519,047.0","523,337.0","544,090.0","518,693.0","526,549.0","535,107.0","536,031.0","536,633.0","542,913.0","542,897.0","544,258.0","546,726.0","550,874.0","550,617.0","555,641.0","556,803.0","555,929.0","554,841.0","561,994.0","564,908.0","563,463.0","564,113.0","566,296.0","569,032.0","569,561.0","568,595.0","572,498.0","569,189.0","571,125.0","573,726.0","571,386.0","573,368.0","573,975.0","576,641.0","574,204.0","573,535.0","577,113.0","583,064.0","583,300.0"
"63","8","  Energy goods and services \2\","DNRGRC1","198,463.0","195,889.0","185,979.0","173,906.0","175,947.0","181,409.0","177,697.0","167,880.0","172,657.0","170,052.0","172,650.0","170,307.0","172,723.0","178,832.0","181,926.0","182,842.0","187,926.0","187,973.0","189,256.0","189,441.0","186,344.0","192,397.0","186,653.0","187,919.0","194,843.0","188,580.0","190,526.0","189,708.0","190,485.0","196,180.0","197,313.0","199,653.0","191,697.0","200,519.0","195,344.0","194,072.0","187,952.0","211,481.0","203,396.0","211,454.0","214,085.0","210,359.0","208,262.0","209,168.0","207,068.0","209,738.0","209,696.0","229,057.0","203,007.0","214,587.0","212,333.0","214,044.0","212,508.0","213,407.0","213,741.0","229,521.0","236,399.0","243,547.0","239,854.0","242,678.0","236,963.0","221,239.0","220,766.0","221,830.0","234,243.0","227,011.0","227,683.0","223,367.0","226,474.0","221,596.0","228,656.0","222,909.0","220,896.0","214,489.0","230,772.0","231,865.0","229,572.0","228,827.0","232,359.0","227,994.0","239,354.0","234,920.0","244,988.0","240,391.0","227,491.0","248,288.0","245,151.0","238,167.0","235,280.0","241,218.0","239,412.0","245,092.0","245,993.0","247,632.0","241,570.0","247,964.0","249,350.0","248,792.0","240,001.0","239,789.0","242,780.0","253,947.0","246,026.0","252,319.0","246,772.0","247,768.0","242,148.0","246,877.0","245,830.0","253,292.0","242,026.0","250,478.0","254,367.0","255,397.0","257,791.0","261,001.0","247,195.0","244,784.0","253,369.0","254,566.0","261,641.0","265,408.0","271,666.0","274,348.0","277,118.0","270,284.0","263,491.0","268,904.0","260,974.0","270,776.0","275,726.0","275,926.0","280,652.0","280,117.0","270,778.0","277,467.0","266,968.0","263,768.0","269,105.0","268,365.0","275,022.0","285,622.0","275,072.0","277,814.0","257,788.0","260,199.0","260,799.0","252,633.0","261,708.0","268,543.0","262,579.0","260,438.0","259,059.0","251,174.0","246,188.0","248,234.0","250,724.0","242,925.0","253,681.0","269,485.0","267,604.0","271,849.0","281,076.0","283,230.0","287,618.0","291,010.0","274,942.0","294,163.0","290,865.0","298,824.0","306,061.0","307,645.0","312,344.0","330,725.0","326,246.0","323,331.0","337,397.0","332,826.0","336,799.0","362,666.0","350,614.0","346,694.0","344,803.0","334,142.0","349,416.0","338,002.0","331,086.0","318,440.0","331,589.0","315,408.0","287,308.0","283,580.0","280,932.0","283,550.0","298,288.0","307,928.0","317,672.0","313,583.0","317,065.0","319,472.0","320,180.0","335,948.0","334,469.0","333,375.0"
"64","9","  Market-based PCE \3\","DPCMRC1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","2,649,099.0","2,712,547.0","2,724,786.0","2,746,745.0","2,755,969.0","2,781,288.0","2,801,663.0","2,835,475.0","2,831,636.0","2,837,634.0","2,845,787.0","2,876,224.0","2,907,628.0","2,912,626.0","2,952,823.0","2,953,318.0","2,980,654.0","3,004,138.0","3,021,368.0","3,045,147.0","3,049,241.0","3,086,745.0","3,102,992.0","3,130,224.0","3,148,846.0","3,154,036.0","3,164,221.0","3,203,403.0","3,213,521.0","3,226,613.0","3,245,275.0","3,280,146.0","3,280,506.0","3,291,609.0","3,302,168.0","3,340,663.0","3,382,961.0","3,379,719.0","3,405,490.0","3,418,655.0","3,423,000.0","3,448,541.0","3,465,074.0","3,489,095.0","3,509,018.0","3,510,304.0","3,512,106.0","3,502,131.0","3,479,560.0","3,498,647.0","3,544,244.0","3,539,418.0","3,566,510.0","3,571,178.0","3,594,055.0","3,593,951.0","3,609,128.0","3,601,401.0","3,627,099.0","3,639,838.0","3,701,458.0","3,710,956.0","3,723,370.0","3,737,713.0","3,758,173.0","3,773,767.0","3,798,165.0","3,813,999.0","3,843,081.0","3,870,823.0","3,882,531.0","3,913,486.0","3,913,399.0","3,929,246.0","3,921,021.0","3,956,036.0","3,981,693.0","3,994,139.0","4,018,753.0","4,025,253.0","4,052,858.0","4,072,623.0","4,083,578.0","4,103,417.0","4,107,969.0","4,151,783.0","4,169,878.0","4,188,515.0","4,185,289.0","4,226,231.0","4,234,562.0","4,272,315.0","4,283,053.0","4,314,739.0","4,328,123.0","4,342,136.0","4,351,403.0","4,346,044.0","4,374,992.0","4,382,919.0","4,422,934.0","4,455,507.0","4,458,679.0","4,490,811.0","4,507,581.0","4,496,109.0","4,534,559.0","4,576,448.0","4,555,732.0","4,593,809.0","4,635,863.0","4,668,641.0","4,687,108.0","4,686,374.0","4,696,220.0","4,718,694.0","4,734,315.0","4,775,847.0","4,799,043.0","4,820,918.0","4,846,787.0","4,864,215.0","4,884,172.0","4,883,727.0","4,881,490.0","4,914,080.0","4,963,966.0","4,997,196.0","5,009,021.0","5,038,512.0","5,054,947.0","5,081,955.0","5,075,855.0","5,104,999.0","5,123,112.0","5,157,757.0","5,202,860.0","5,230,197.0","5,239,997.0","5,272,849.0","5,308,957.0","5,338,642.0","5,352,510.0","5,407,539.0","5,409,003.0","5,436,329.0","5,465,723.0","5,522,990.0","5,552,300.0","5,577,772.0","5,599,623.0","5,638,073.0","5,684,932.0","5,702,106.0","5,730,958.0","5,819,829.0","5,807,685.0","5,881,033.0","5,934,081.0","5,927,843.0","5,953,826.0","5,984,877.0","6,001,446.0","6,030,132.0","6,108,273.0","6,111,784.0","6,125,661.0","6,173,529.0","6,195,183.0","6,214,317.0","6,205,171.0","6,208,025.0","6,251,819.0","6,268,910.0","6,275,980.0","6,312,900.0","6,256,699.0","6,411,104.0","6,370,088.0","6,348,784.0","6,375,996.0","6,412,137.0","6,428,744.0","6,487,312.0","6,462,295.0","6,505,598.0","6,558,750.0","6,585,153.0","6,551,293.0","6,585,592.0","6,612,337.0","6,657,968.0"
"65","10","  Market-based PCE excluding food and energy \3\","DPCXRC1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","2,156,953.0","2,211,172.0","2,221,495.0","2,240,739.0","2,245,491.0","2,269,289.0","2,289,266.0","2,320,281.0","2,320,652.0","2,320,123.0","2,334,261.0","2,362,064.0","2,384,428.0","2,393,434.0","2,424,497.0","2,426,511.0","2,449,925.0","2,467,858.0","2,479,999.0","2,497,390.0","2,510,651.0","2,537,136.0","2,556,055.0","2,585,208.0","2,604,694.0","2,585,462.0","2,602,883.0","2,633,502.0","2,636,809.0","2,653,376.0","2,672,165.0","2,704,593.0","2,703,182.0","2,712,258.0","2,719,614.0","2,734,159.0","2,802,323.0","2,783,125.0","2,805,854.0","2,817,609.0","2,822,556.0","2,842,012.0","2,859,438.0","2,865,333.0","2,873,365.0","2,873,207.0","2,874,180.0","2,865,038.0","2,845,077.0","2,880,154.0","2,918,384.0","2,915,280.0","2,923,892.0","2,937,796.0","2,960,749.0","2,965,359.0","2,980,121.0","2,978,982.0","2,996,566.0","3,021,780.0","3,075,932.0","3,094,486.0","3,092,805.0","3,103,430.0","3,127,012.0","3,143,938.0","3,162,215.0","3,181,060.0","3,199,423.0","3,227,632.0","3,230,399.0","3,266,096.0","3,280,724.0","3,271,211.0","3,267,599.0","3,308,943.0","3,333,757.0","3,341,889.0","3,366,060.0","3,368,099.0","3,390,525.0","3,407,889.0","3,422,671.0","3,434,245.0","3,437,866.0","3,479,100.0","3,504,264.0","3,520,484.0","3,514,379.0","3,539,750.0","3,557,649.0","3,584,464.0","3,598,498.0","3,629,088.0","3,647,629.0","3,655,671.0","3,662,788.0","3,654,176.0","3,693,352.0","3,692,688.0","3,725,520.0","3,756,971.0","3,758,575.0","3,786,659.0","3,815,817.0","3,806,505.0","3,835,404.0","3,870,204.0","3,842,739.0","3,876,301.0","3,908,899.0","3,935,304.0","3,951,658.0","3,954,442.0","3,969,573.0","3,986,031.0","4,008,739.0","4,036,903.0","4,054,133.0","4,074,395.0","4,094,818.0","4,111,106.0","4,138,484.0","4,133,769.0","4,144,224.0","4,178,984.0","4,219,204.0","4,253,242.0","4,257,288.0","4,275,957.0","4,301,142.0","4,328,745.0","4,340,765.0","4,366,704.0","4,382,110.0","4,423,372.0","4,457,466.0","4,474,910.0","4,489,204.0","4,523,289.0","4,558,571.0","4,594,783.0","4,611,058.0","4,659,039.0","4,656,362.0","4,688,473.0","4,706,390.0","4,743,874.0","4,772,623.0","4,795,344.0","4,805,257.0","4,838,302.0","4,875,230.0","4,892,388.0","4,933,015.0","4,981,910.0","4,998,459.0","5,055,989.0","5,093,239.0","5,084,490.0","5,105,170.0","5,111,557.0","5,132,619.0","5,162,856.0","5,224,460.0","5,228,392.0","5,238,552.0","5,255,527.0","5,288,077.0","5,311,996.0","5,305,823.0","5,312,179.0","5,337,781.0","5,367,727.0","5,381,059.0","5,428,441.0","5,356,354.0","5,526,410.0","5,514,460.0","5,492,982.0","5,526,153.0","5,557,742.0","5,557,010.0","5,608,279.0","5,571,536.0","5,618,322.0","5,665,326.0","5,691,759.0","5,657,861.0","5,672,813.0","5,695,087.0","5,741,575.0"
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","1. Food consists of food and beverages purchased for off-premises consumption; food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","services, which include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
